id,class,enrollment,gender,word
35,Senior,Full-time,Male,life
35,Senior,Full-time,Male,bellarmine's
35,Senior,Full-time,Male,campus
35,Senior,Full-time,Male,help
35,Senior,Full-time,Male,few
35,Senior,Full-time,Male,greek
35,Senior,Full-time,Male,organizations
35,Senior,Full-time,Male,grow
35,Senior,Full-time,Male,have
35,Senior,Full-time,Male,bigger
35,Senior,Full-time,Male,impact
35,Senior,Full-time,Male,community
36,Senior,Full-time,Male,have
36,Senior,Full-time,Male,negative
36,Senior,Full-time,Male,experience
36,Senior,Full-time,Male,university
36,Senior,Full-time,Male,part
36,Senior,Full-time,Male,greek
36,Senior,Full-time,Male,life
36,Senior,Full-time,Male,athletic
36,Senior,Full-time,Male,team
36,Senior,Full-time,Male,have
36,Senior,Full-time,Male,been
36,Senior,Full-time,Male,subject
36,Senior,Full-time,Male,discrimination
36,Senior,Full-time,Male,bullying
36,Senior,Full-time,Male,bullying
36,Senior,Full-time,Male,come
36,Senior,Full-time,Male,faculty
36,Senior,Full-time,Male,staff
36,Senior,Full-time,Male,bellarmine
36,Senior,Full-time,Male,university
36,Senior,Full-time,Male,members
36,Senior,Full-time,Male,university's
36,Senior,Full-time,Male,teaching
36,Senior,Full-time,Male,staff
36,Senior,Full-time,Male,discriminate
36,Senior,Full-time,Male,athletes
36,Senior,Full-time,Male,people
36,Senior,Full-time,Male,greek
36,Senior,Full-time,Male,life
37,Senior,Full-time,Male,advances
37,Senior,Full-time,Male,personal
37,Senior,Full-time,Male,integrity
37,Senior,Full-time,Male,result
37,Senior,Full-time,Male,institution
37,Senior,Full-time,Male,resulted
37,Senior,Full-time,Male,faculty
37,Senior,Full-time,Male,staff
37,Senior,Full-time,Male,administration
37,Senior,Full-time,Male,interactions
37,Senior,Full-time,Male,students
37,Senior,Full-time,Male,alpha
37,Senior,Full-time,Male,delta
37,Senior,Full-time,Male,gamma
37,Senior,Full-time,Male,credit
37,Senior,Full-time,Male,given
37,Senior,Full-time,Male,administrative
37,Senior,Full-time,Male,official
37,Senior,Full-time,Male,whatsoever
38,Senior,Full-time,Male,placed
38,Senior,Full-time,Male,disagree
38,Senior,Full-time,Male,next
38,Senior,Full-time,Male,statement
38,Senior,Full-time,Male,ethical
38,Senior,Full-time,Male,spiritual
38,Senior,Full-time,Male,development
38,Senior,Full-time,Male,important
38,Senior,Full-time,Male,part
38,Senior,Full-time,Male,mission
38,Senior,Full-time,Male,campus
38,Senior,Full-time,Male,i'd
38,Senior,Full-time,Male,clarify
38,Senior,Full-time,Male,statement
38,Senior,Full-time,Male,ambiguous
38,Senior,Full-time,Male,ethical
38,Senior,Full-time,Male,spiritual
38,Senior,Full-time,Male,development
38,Senior,Full-time,Male,part
38,Senior,Full-time,Male,bellarmine's
38,Senior,Full-time,Male,mission
38,Senior,Full-time,Male,statement
38,Senior,Full-time,Male,ethical
38,Senior,Full-time,Male,spiritual
38,Senior,Full-time,Male,development
38,Senior,Full-time,Male,important
38,Senior,Full-time,Male,part
38,Senior,Full-time,Male,mission
38,Senior,Full-time,Male,institution
38,Senior,Full-time,Male,ethical
38,Senior,Full-time,Male,spiritual
38,Senior,Full-time,Male,development
38,Senior,Full-time,Male,practiced
38,Senior,Full-time,Male,bellarmine
38,Senior,Full-time,Male,students
38,Senior,Full-time,Male,encouraged
38,Senior,Full-time,Male,question
38,Senior,Full-time,Male,beliefs
38,Senior,Full-time,Male,bellarmine
38,Senior,Full-time,Male,told
38,Senior,Full-time,Male,find
38,Senior,Full-time,Male,resources
38,Senior,Full-time,Male,answer
38,Senior,Full-time,Male,questions
38,Senior,Full-time,Male,faith
38,Senior,Full-time,Male,dies
38,Senior,Full-time,Male,that's
38,Senior,Full-time,Male,bu
38,Senior,Full-time,Male,students
38,Senior,Full-time,Male,declare
38,Senior,Full-time,Male,affiliated
38,Senior,Full-time,Male,religion
38,Senior,Full-time,Male,taught
38,Senior,Full-time,Male,question
38,Senior,Full-time,Male,have
38,Senior,Full-time,Male,been
38,Senior,Full-time,Male,challenging
38,Senior,Full-time,Male,grow
38,Senior,Full-time,Male,learn
38,Senior,Full-time,Male,doubt
38,Senior,Full-time,Male,climb
38,Senior,Full-time,Male,mountain
38,Senior,Full-time,Male,crampons
38,Senior,Full-time,Male,rope
38,Senior,Full-time,Male,told
38,Senior,Full-time,Male,give
38,Senior,Full-time,Male,tools
38,Senior,Full-time,Male,need
38,Senior,Full-time,Male,try
38,Senior,Full-time,Male,fail
38,Senior,Full-time,Male,fail
38,Senior,Full-time,Male,seeing
38,Senior,Full-time,Male,futility
38,Senior,Full-time,Male,turn
38,Senior,Full-time,Male,back
38,Senior,Full-time,Male,mountain
38,Senior,Full-time,Male,pretend
38,Senior,Full-time,Male,bellarmine
38,Senior,Full-time,Male,catholic
38,Senior,Full-time,Male,college
38,Senior,Full-time,Male,embracing
38,Senior,Full-time,Male,diversity
38,Senior,Full-time,Male,catholic
38,Senior,Full-time,Male,secular
38,Senior,Full-time,Male,madness
38,Senior,Full-time,Male,everyone
38,Senior,Full-time,Male,different
38,Senior,Full-time,Male,reason
38,Senior,Full-time,Male,celebrate
38,Senior,Full-time,Male,everyone
38,Senior,Full-time,Male,same
38,Senior,Full-time,Male,embracing
38,Senior,Full-time,Male,unity
38,Senior,Full-time,Male,celebrate
38,Senior,Full-time,Male,oneness
38,Senior,Full-time,Male,oneness
38,Senior,Full-time,Male,love
38,Senior,Full-time,Male,oneness
38,Senior,Full-time,Male,truth
38,Senior,Full-time,Male,oneness
38,Senior,Full-time,Male,faith
38,Senior,Full-time,Male,theological
38,Senior,Full-time,Male,truth
38,Senior,Full-time,Male,fake
38,Senior,Full-time,Male,catholic
38,Senior,Full-time,Male,school
38,Senior,Full-time,Male,managed
38,Senior,Full-time,Male,teach
38,Senior,Full-time,Male,negative
38,Senior,Full-time,Male,example
38,Senior,Full-time,Male,diversity
38,Senior,Full-time,Male,virtue
38,Senior,Full-time,Male,christ
38,Senior,Full-time,Male,prayed
38,Senior,Full-time,Male,garden
38,Senior,Full-time,Male,gethsemane
38,Senior,Full-time,Male,father
38,Senior,Full-time,Male,pray
38,Senior,Full-time,Male,students
38,Senior,Full-time,Male,faculty
38,Senior,Full-time,Male,bu
38,Senior,Full-time,Male,god
38,Senior,Full-time,Male,love
39,Senior,Full-time,Male,institution
39,Senior,Full-time,Male,wast
39,Senior,Full-time,Male,space
39,Senior,Full-time,Male,time
39,Senior,Full-time,Male,money
39,Senior,Full-time,Male,hate
39,Senior,Full-time,Male,majority
39,Senior,Full-time,Male,people
39,Senior,Full-time,Male,have
39,Senior,Full-time,Male,felt
39,Senior,Full-time,Male,welcome
39,Senior,Full-time,Male,accepted
40,Senior,Full-time,Male,everything
40,Senior,Full-time,Male,great
40,Senior,Full-time,Male,few
40,Senior,Full-time,Male,minor
40,Senior,Full-time,Male,issues
40,Senior,Full-time,Male,think
40,Senior,Full-time,Male,parts
40,Senior,Full-time,Male,school
40,Senior,Full-time,Male,doing
40,Senior,Full-time,Male,great
40,Senior,Full-time,Male,job
40,Senior,Full-time,Male,mission
40,Senior,Full-time,Male,identity
40,Senior,Full-time,Male,catholic
40,Senior,Full-time,Male,values
40,Senior,Full-time,Male,university
40,Senior,Full-time,Male,founded
40,Senior,Full-time,Male,being
40,Senior,Full-time,Male,scrubbed
40,Senior,Full-time,Male,hurting
40,Senior,Full-time,Male,image
40,Senior,Full-time,Male,university
40,Senior,Full-time,Male,traditional
40,Senior,Full-time,Male,beliefs
40,Senior,Full-time,Male,ideas
40,Senior,Full-time,Male,being
40,Senior,Full-time,Male,pushed
40,Senior,Full-time,Male,aside
40,Senior,Full-time,Male,shoved
40,Senior,Full-time,Male,undermining
40,Senior,Full-time,Male,values
40,Senior,Full-time,Male,majorities
40,Senior,Full-time,Male,order
40,Senior,Full-time,Male,please
40,Senior,Full-time,Male,minorities
40,Senior,Full-time,Male,minorities
40,Senior,Full-time,Male,receive
40,Senior,Full-time,Male,many
40,Senior,Full-time,Male,opportunities
40,Senior,Full-time,Male,majority
40,Senior,Full-time,Male,lifting
40,Senior,Full-time,Male,have
40,Senior,Full-time,Male,opportunities
40,Senior,Full-time,Male,appear
40,Senior,Full-time,Male,minority
40,Senior,Full-time,Male,being
40,Senior,Full-time,Male,pushed
40,Senior,Full-time,Male,think
40,Senior,Full-time,Male,others
40,Senior,Full-time,Male,deserve
40,Senior,Full-time,Male,more
40,Senior,Full-time,Male,anyone
40,Senior,Full-time,Male,people
40,Senior,Full-time,Male,treated
40,Senior,Full-time,Male,sex
40,Senior,Full-time,Male,ethnicity
40,Senior,Full-time,Male,age
40,Senior,Full-time,Male,etc
40,Senior,Full-time,Male,campus
40,Senior,Full-time,Male,ministry
40,Senior,Full-time,Male,doing
40,Senior,Full-time,Male,great
40,Senior,Full-time,Male,job
40,Senior,Full-time,Male,feel
40,Senior,Full-time,Male,oftentimes
40,Senior,Full-time,Male,given
40,Senior,Full-time,Male,funding
40,Senior,Full-time,Male,frivolous
40,Senior,Full-time,Male,excessive
40,Senior,Full-time,Male,spending
40,Senior,Full-time,Male,other
40,Senior,Full-time,Male,departments
40,Senior,Full-time,Male,offices
40,Senior,Full-time,Male,hot
40,Senior,Full-time,Male,minority
40,Senior,Full-time,Male,issues
40,Senior,Full-time,Male,campus
40,Senior,Full-time,Male,ministry
40,Senior,Full-time,Male,franciscans
40,Senior,Full-time,Male,serve
40,Senior,Full-time,Male,important
40,Senior,Full-time,Male,part
40,Senior,Full-time,Male,university
40,Senior,Full-time,Male,history
40,Senior,Full-time,Male,bellarmine
40,Senior,Full-time,Male,culture
40,Senior,Full-time,Male,deserve
40,Senior,Full-time,Male,better
40,Senior,Full-time,Male,funded
41,Senior,Not full-time,Female,n
42,Senior,Not full-time,Female,small
42,Senior,Not full-time,Female,professor
42,Senior,Not full-time,Female,student
42,Senior,Not full-time,Female,ratio
42,Senior,Not full-time,Female,enables
42,Senior,Not full-time,Female,professors
42,Senior,Not full-time,Female,focus
42,Senior,Not full-time,Female,progress
42,Senior,Not full-time,Female,success
42,Senior,Not full-time,Female,students
